Year,Period,Area,Adjusted,Preliminary,Labor Force,Employment,Unemployment,Unemployment Rate
"2011","Annual","Kennedy CDP","Not Adj","Not Prelim","1,400","1,100","400","24.5"
"2011","Annual","Kensington CDP","Not Adj","Not Prelim","2,600","2,400","200","6.5"
"2011","Annual","Kerman city","Not Adj","Not Prelim","6,600","5,700","900","14.3"
"2011","Annual","Kernville CDP","Not Adj","Not Prelim","400","400","0","0.0"
"2011","Annual","Kettleman City CDP","Not Adj","Not Prelim","700","500","100","22.3"
"2011","Annual","Keyes CDP","Not Adj","Not Prelim","2,700","2,200","500","17.1"
"2011","Annual","King City city","Not Adj","Not Prelim","6,100","5,600","400","7.2"
"2011","Annual","Kings Beach CDP","Not Adj","Not Prelim","1,600","1,500","100","4.2"
"2011","Annual","Kingsburg city","Not Adj","Not Prelim","5,400","4,800","600","11.7"
"2011","Annual","Kirkwood CDP","Not Adj","Not Prelim","80","80","10","6.2"
"2011","Annual","Klamath CDP","Not Adj","Not Prelim","270","210","60","20.8"
"2011","Annual","Knightsen CDP","Not Adj","Not Prelim","600","500","0","5.8"
"2011","Annual","La Canada Flintridge city","Not Adj","Not Prelim","8,800","8,300","500","5.9"
"2011","Annual","La Crescenta Montrose CDP","Not Adj","Not Prelim","9,400","8,500","800","8.9"
"2011","Annual","Ladera Heights CDP","Not Adj","Not Prelim","3,400","2,900","500","14.7"
"2011","Annual","Lafayette city","Not Adj","Not Prelim","11,300","10,700","700","5.8"
"2011","Annual","Laguna Beach city","Not Adj","Not Prelim","12,300","11,400","900","7.0"
"2011","Annual","Laguna Hills city","Not Adj","Not Prelim","16,600","15,300","1,400","8.3"
"2011","Annual","Laguna Niguel city","Not Adj","Not Prelim","34,000","31,100","2,800","8.3"
"2011","Annual","Laguna Woods city","Not Adj","Not Prelim","3,000","2,800","200","6.1"
"2011","Annual","La Habra city","Not Adj","Not Prelim","30,600","27,500","3,100","10.2"
"2011","Annual","La Habra Heights city","Not Adj","Not Prelim","2,500","2,300","300","10.1"
"2011","Annual","Lake Almanor Country Club CDP","Not Adj","Not Prelim","90","90","0","0.0"
"2011","Annual","Lake Almanor Peninsula CDP","Not Adj","Not Prelim","100","100","0","0.0"
"2011","Annual","Lake Almanor West CDP","Not Adj","Not Prelim","40","20","20","42.9"
"2011","Annual","Lake Arrowhead CDP","Not Adj","Not Prelim","4,000","3,500","500","13.5"
"2011","Annual","Lake Elsinore city","Not Adj","Not Prelim","24,300","20,900","3,400","14.0"
"2011","Annual","Lake Forest city","Not Adj","Not Prelim","43,800","40,900","2,900","6.5"
"2011","Annual","Lake Isabella CDP","Not Adj","Not Prelim","1,200","1,000","200","20.1"
"2011","Annual","Lakeland Village CDP","Not Adj","Not Prelim","5,400","4,300","1,000","19.3"
"2011","Annual","Lake Los Angeles CDP","Not Adj","Not Prelim","3,800","3,000","800","21.7"
"2011","Annual","Lake Nacimiento CDP","Not Adj","Not Prelim","1,200","1,100","100","8.2"
"2011","Annual","Lake of the Pines CDP","Not Adj","Not Prelim","2,090","1,760","330","15.7"
"2011","Annual","Lake of the Woods CDP","Not Adj","Not Prelim","200","200","0","14.5"
"2011","Annual","Lakeport city","Not Adj","Not Prelim","2,460","2,260","200","8.2"
"2011","Annual","Lakeside CDP","Not Adj","Not Prelim","10,500","9,100","1,400","13.3"
"2011","Annual","Lakeview CDP","Not Adj","Not Prelim","1,000","900","100","14.1"
"2011","Annual","Lake Wildwood CDP","Not Adj","Not Prelim","1,870","1,810","50","2.8"
"2011","Annual","Lakewood city","Not Adj","Not Prelim","41,500","37,500","3,900","9.5"
"2011","Annual","La Mesa city","Not Adj","Not Prelim","30,300","27,100","3,200","10.4"
"2011","Annual","La Mirada city","Not Adj","Not Prelim","23,200","21,100","2,000","8.7"
"2011","Annual","Lamont CDP","Not Adj","Not Prelim","6,700","5,800","900","13.6"
"2011","Annual","Lanare CDP","Not Adj","Not Prelim","100","100","0","0.0"
"2011","Annual","Lancaster city","Not Adj","Not Prelim","63,500","54,900","8,600","13.5"
"2011","Annual","La Palma city","Not Adj","Not Prelim","7,400","6,800","700","8.9"
"2011","Annual","La Porte CDP","Not Adj","Not Prelim","0","0","0","0.0"
"2011","Annual","La Puente city","Not Adj","Not Prelim","18,600","16,600","2,000","10.8"
"2011","Annual","La Quinta city","Not Adj","Not Prelim","16,300","14,900","1,400","8.5"
"2011","Annual","La Riviera CDP","Not Adj","Not Prelim","5,500","4,900","600","10.5"
"2011","Annual","Larkspur city","Not Adj","Not Prelim","6,600","6,300","400","5.7"
"2011","Annual","Las Flores CDP","Not Adj","Not Prelim","2,800","2,700","100","3.0"
"2011","Annual","Las Lomas CDP","Not Adj","Not Prelim","2,200","1,800","300","15.5"
"2011","Annual","Lathrop city","Not Adj","Not Prelim","9,000","7,900","1,100","12.3"
"2011","Annual","Laton CDP","Not Adj","Not Prelim","900","800","200","19.4"
"2011","Annual","La Verne city","Not Adj","Not Prelim","15,000","13,600","1,400","9.4"
"2011","Annual","Lawndale city","Not Adj","Not Prelim","16,500","14,500","1,900","11.7"
"2011","Annual","Laytonville CDP","Not Adj","Not Prelim","550","410","140","25.8"
"2011","Annual","Lebec CDP","Not Adj","Not Prelim","1,000","700","200","24.3"
"2011","Annual","Le Grand CDP","Not Adj","Not Prelim","800","700","200","22.5"
"2011","Annual","Lemon Cove CDP","Not Adj","Not Prelim","100","100","0","6.6"
"2011","Annual","Lemon Grove city","Not Adj","Not Prelim","12,500","10,800","1,700","13.3"
"2011","Annual","Lemoore city","Not Adj","Not Prelim","11,500","9,900","1,600","14.3"
"2011","Annual","Lemoore Station CDP","Not Adj","Not Prelim","1,500","1,300","200","12.3"
"2011","Annual","Lennox CDP","Not Adj","Not Prelim","10,600","9,200","1,300","12.7"
"2011","Annual","Lenwood CDP","Not Adj","Not Prelim","1,500","1,400","100","3.6"
"2011","Annual","Lewiston CDP","Not Adj","Not Prelim","530","440","90","16.4"
"2011","Annual","Lincoln city","Not Adj","Not Prelim","18,000","15,900","2,100","11.8"
"2011","Annual","Lincoln Village CDP","Not Adj","Not Prelim","2,000","1,700","300","14.6"
"2011","Annual","Linda CDP","Not Adj","Not Prelim","7,300","5,600","1,600","22.6"
"2011","Annual","Linden CDP","Not Adj","Not Prelim","900","800","100","6.5"
"2011","Annual","Lindsay city","Not Adj","Not Prelim","5,600","4,300","1,300","23.1"
"2011","Annual","Little Grass Valley CDP","Not Adj","Not Prelim","0","0","0","0.0"
"2011","Annual","Littlerock CDP","Not Adj","Not Prelim","700","500","200","23.9"
"2011","Annual","Live Oak CDP","Not Adj","Not Prelim","8,700","7,900","800","9.0"
"2011","Annual","Live Oak city","Not Adj","Not Prelim","4,000","3,300","600","16.1"
"2011","Annual","Livermore city","Not Adj","Not Prelim","43,500","40,500","3,000","7.0"
"2011","Annual","Livingston city","Not Adj","Not Prelim","6,300","5,700","600","9.3"
"2011","Annual","Lockeford CDP","Not Adj","Not Prelim","1,500","1,200","300","17.5"
"2011","Annual","Lodi city","Not Adj","Not Prelim","28,700","24,300","4,400","15.3"
"2011","Annual","Loma Linda city","Not Adj","Not Prelim","9,800","9,000","800","8.5"
"2011","Annual","Loma Rica CDP","Not Adj","Not Prelim","1,100","1,000","100","6.2"
"2011","Annual","Lomita city","Not Adj","Not Prelim","10,700","9,600","1,200","11.0"
"2011","Annual","Lompoc city","Not Adj","Not Prelim","17,800","15,700","2,200","12.1"
"2011","Annual","London CDP","Not Adj","Not Prelim","700","600","200","24.3"
"2011","Annual","Lone Pine CDP","Not Adj","Not Prelim","950","850","100","10.5"
"2011","Annual","Long Beach city","Not Adj","Not Prelim","237,400","206,000","31,500","13.3"
"2011","Annual","Loomis town","Not Adj","Not Prelim","3,000","2,700","400","12.8"
"2011","Annual","Los Alamitos city","Not Adj","Not Prelim","5,600","5,100","500","9.4"
"2011","Annual","Los Alamos CDP","Not Adj","Not Prelim","900","800","100","9.7"
"2011","Annual","Los Altos city","Not Adj","Not Prelim","13,200","12,400","800","6.1"
"2011","Annual","Los Angeles city","Not Adj","Not Prelim","1,975,400","1,721,400","254,000","12.9"
"2011","Annual","Los Banos city","Not Adj","Not Prelim","15,900","13,100","2,900","18.0"
"2011","Annual","Los Gatos town","Not Adj","Not Prelim","14,500","13,600","900","6.4"
"2011","Annual","Los Molinos CDP","Not Adj","Not Prelim","650","550","100","14.8"
"2011","Annual","Lost Hills CDP","Not Adj","Not Prelim","800","800","0","5.7"
"2011","Annual","Lower Lake CDP","Not Adj","Not Prelim","700","610","90","13.3"
"2011","Annual","Loyalton city","Not Adj","Not Prelim","570","480","90","15.4"
"2011","Annual","Lucerne CDP","Not Adj","Not Prelim","1,280","1,170","100","8.1"
"2011","Annual","Lynwood city","Not Adj","Not Prelim","28,500","24,300","4,200","14.8"
"2011","Annual","McCloud CDP","Not Adj","Not Prelim","460","340","120","26.5"
"2011","Annual","McFarland city","Not Adj","Not Prelim","5,800","4,700","1,100","18.5"
"2011","Annual","McKinleyville CDP","Not Adj","Not Prelim","7,700","7,100","600","7.9"
"2011","Annual","McKittrick CDP","Not Adj","Not Prelim","0","0","0","0.0"
"2011","Annual","Madera city","Not Adj","Not Prelim","26,300","22,600","3,700","14.1"
"2011","Annual","Madera Acres CDP","Not Adj","Not Prelim","4,600","4,000","500","11.7"
"2011","Annual","Magalia CDP","Not Adj","Not Prelim","4,800","4,300","500","10.2"
"2011","Annual","Malibu city","Not Adj","Not Prelim","6,200","5,700","500","7.8"
"2011","Annual","Mammoth Lakes town","Not Adj","Not Prelim","5,370","5,320","50","0.9"
"2011","Annual","Manhattan Beach city","Not Adj","Not Prelim","18,200","17,300","900","5.2"
"2011","Annual","Manteca city","Not Adj","Not Prelim","33,500","28,100","5,500","16.3"
"2011","Annual","Manton CDP","Not Adj","Not Prelim","110","100","20","13.6"
"2011","Annual","March AFB CDP","Not Adj","Not Prelim","200","200","0","4.3"
"2011","Annual","Maricopa city","Not Adj","Not Prelim","400","300","100","19.6"
"2011","Annual","Marina city","Not Adj","Not Prelim","11,300","10,300","1,100","9.6"
"2011","Annual","Marina del Rey CDP","Not Adj","Not Prelim","6,500","6,000","500","7.6"
"2011","Annual","Mariposa CDP","Not Adj","Not Prelim","710","650","50","7.4"
"2011","Annual","Markleeville CDP","Not Adj","Not Prelim","70","70","0","0.0"
"2011","Annual","Martinez city","Not Adj","Not Prelim","19,800","18,000","1,800","9.3"
"2011","Annual","Marysville city","Not Adj","Not Prelim","4,900","4,100","800","15.5"
"2011","Annual","Mayflower Village CDP","Not Adj","Not Prelim","2,900","2,600","200","8.2"
"2011","Annual","Maywood city","Not Adj","Not Prelim","12,400","10,900","1,600","12.6"
"2011","Annual","Meadow Valley CDP","Not Adj","Not Prelim","290","160","130","45.4"
"2011","Annual","Meadow Vista CDP","Not Adj","Not Prelim","1,500","1,400","100","7.2"
"2011","Annual","Mecca CDP","Not Adj","Not Prelim","2,800","2,400","400","14.3"
"2011","Annual","Meiners Oaks CDP","Not Adj","Not Prelim","1,900","1,800","100","7.5"
"2011","Annual","Mendocino CDP","Not Adj","Not Prelim","510","510","0","0.0"
"2011","Annual","Mendota city","Not Adj","Not Prelim","5,500","3,600","1,900","34.0"
"2011","Annual","Menifee City","Not Adj","Not Prelim","34,000","28,800","5,200","15.2"
"2011","Annual","Menlo Park city","Not Adj","Not Prelim","17,100","16,100","1,000","6.0"
"2011","Annual","Mentone CDP","Not Adj","Not Prelim","4,700","4,200","500","11.2"
"2011","Annual","Merced city","Not Adj","Not Prelim","34,500","28,700","5,800","16.7"
"2011","Annual","Mesa CDP","Not Adj","Not Prelim","180","160","20","10.6"
"2011","Annual","Mesa Vista CDP","Not Adj","Not Prelim","120","80","40","30.5"
"2011","Annual","Mettler CDP","Not Adj","Not Prelim","100","100","0","27.8"
"2011","Annual","Middletown CDP","Not Adj","Not Prelim","370","300","70","18.3"
"2011","Annual","Millbrae city","Not Adj","Not Prelim","11,200","10,400","800","7.3"
"2011","Annual","Mill Valley city","Not Adj","Not Prelim","6,700","6,400","300","4.8"
"2011","Annual","Milpitas city","Not Adj","Not Prelim","34,100","31,100","3,000","8.8"
"2011","Annual","Mineral CDP","Not Adj","Not Prelim","120","90","30","24.3"
"2011","Annual","Mira Monte CDP","Not Adj","Not Prelim","3,700","3,200","400","12.0"
"2011","Annual","Mission Canyon CDP","Not Adj","Not Prelim","1,400","1,400","0","2.6"
"2011","Annual","Mission Hills CDP","Not Adj","Not Prelim","2,000","1,600","300","16.8"
"2011","Annual","Mission Viejo city","Not Adj","Not Prelim","48,700","44,600","4,100","8.5"
"2011","Annual","Mi Wuk Village CDP","Not Adj","Not Prelim","480","340","130","27.8"
"2011","Annual","Modesto city","Not Adj","Not Prelim","94,700","79,400","15,300","16.2"
"2011","Annual","Mohawk Vista CDP","Not Adj","Not Prelim","40","40","0","0.0"
"2011","Annual","Mojave CDP","Not Adj","Not Prelim","1,800","1,300","600","30.8"
"2011","Annual","Mokelumne Hill CDP","Not Adj","Not Prelim","250","170","80","33.3"
"2011","Annual","Mono Vista CDP","Not Adj","Not Prelim","1,600","1,570","40","2.2"
"2011","Annual","Monrovia city","Not Adj","Not Prelim","20,200","18,300","1,900","9.5"
"2011","Annual","Montclair city","Not Adj","Not Prelim","17,400","15,500","1,900","11.0"
"2011","Annual","Montebello city","Not Adj","Not Prelim","28,100","25,200","3,000","10.5"
"2011","Annual","Montecito CDP","Not Adj","Not Prelim","3,200","2,800","400","13.7"
"2011","Annual","Monterey city","Not Adj","Not Prelim","15,300","13,900","1,400","9.2"
"2011","Annual","Monterey Park city","Not Adj","Not Prelim","28,900","25,700","3,100","10.9"
"2011","Annual","Monte Rio CDP","Not Adj","Not Prelim","700","500","300","34.7"
"2011","Annual","Moorpark city","Not Adj","Not Prelim","19,100","17,600","1,500","8.0"
"2011","Annual","Morada CDP","Not Adj","Not Prelim","1,300","1,300","0","0.0"
"2011","Annual","Moraga town","Not Adj","Not Prelim","7,100","6,700","500","6.5"
"2011","Annual","Moreno Valley city","Not Adj","Not Prelim","87,900","75,600","12,300","14.0"
"2011","Annual","Morgan Hill city","Not Adj","Not Prelim","20,100","18,100","2,100","10.2"
"2011","Annual","Morongo Valley CDP","Not Adj","Not Prelim","1,400","1,300","200","11.9"
"2011","Annual","Morro Bay city","Not Adj","Not Prelim","5,000","4,200","700","14.6"
"2011","Annual","Moss Landing CDP","Not Adj","Not Prelim","100","100","0","0.0"
"2011","Annual","Mountain Mesa CDP","Not Adj","Not Prelim","200","200","0","13.1"
"2011","Annual","Mountain Ranch CDP","Not Adj","Not Prelim","560","430","130","22.9"
"2011","Annual","Mountain View CDP","Not Adj","Not Prelim","1,300","1,100","300","19.1"
"2011","Annual","Mountain View city","Not Adj","Not Prelim","44,800","41,600","3,200","7.2"
"2011","Annual","Mountain View Acres CDP","Not Adj","Not Prelim","1,400","1,100","300","20.1"
"2011","Annual","Mount Shasta city","Not Adj","Not Prelim","1,570","1,490","70","4.7"
"2011","Annual","Murphys CDP","Not Adj","Not Prelim","1,000","850","150","15.1"
"2011","Annual","Murrieta city","Not Adj","Not Prelim","48,900","43,700","5,200","10.7"
"2011","Annual","Muscoy CDP","Not Adj","Not Prelim","5,100","3,800","1,300","25.0"
"2011","Annual","Napa city","Not Adj","Not Prelim","40,300","36,100","4,200","10.3"
"2011","Annual","National City city","Not Adj","Not Prelim","24,900","21,700","3,200","12.9"
"2011","Annual","Needles city","Not Adj","Not Prelim","1,600","1,400","100","9.1"
"2011","Annual","Nevada City city","Not Adj","Not Prelim","1,410","1,270","130","9.4"
"2011","Annual","Newark city","Not Adj","Not Prelim","22,600","20,600","2,000","8.7"
"2011","Annual","Newman city","Not Adj","Not Prelim","4,900","3,800","1,000","20.9"
"2011","Annual","Newport Beach city","Not Adj","Not Prelim","44,700","41,400","3,400","7.5"
"2011","Annual","Nice CDP","Not Adj","Not Prelim","970","870","90","9.4"
"2011","Annual","Nipomo CDP","Not Adj","Not Prelim","8,900","7,700","1,200","13.7"
"2011","Annual","Norco city","Not Adj","Not Prelim","11,400","10,200","1,200","10.7"
"2011","Annual","North Auburn CDP","Not Adj","Not Prelim","5,100","4,700","500","9.0"
"2011","Annual","North Edwards CDP","Not Adj","Not Prelim","500","400","100","21.7"
"2011","Annual","North El Monte CDP","Not Adj","Not Prelim","1,600","1,500","100","6.4"
"2011","Annual","North Fair Oaks CDP","Not Adj","Not Prelim","7,200","6,800","400","5.5"
"2011","Annual","North Highlands CDP","Not Adj","Not Prelim","19,400","17,400","2,000","10.2"
"2011","Annual","North Lakeport CDP","Not Adj","Not Prelim","1,430","1,350","80","5.7"
"2011","Annual","Norwalk city","Not Adj","Not Prelim","50,300","44,100","6,300","12.4"
"2011","Annual","Novato city","Not Adj","Not Prelim","27,500","25,500","2,000","7.2"
"2011","Annual","Nuevo CDP","Not Adj","Not Prelim","2,800","2,500","400","12.6"
"2011","Annual","Oakdale city","Not Adj","Not Prelim","9,900","7,900","2,000","20.0"
"2011","Annual","Oakhurst CDP","Not Adj","Not Prelim","1,600","1,400","200","15.2"
"2011","Annual","Oakland city","Not Adj","Not Prelim","205,600","180,200","25,300","12.3"
"2011","Annual","Oakley city","Not Adj","Not Prelim","18,000","15,700","2,300","12.7"
"2011","Annual","Oak Park CDP","Not Adj","Not Prelim","7,200","6,300","900","12.0"
"2011","Annual","Oak View CDP","Not Adj","Not Prelim","2,300","2,100","200","10.7"
"2011","Annual","Occidental CDP","Not Adj","Not Prelim","400","400","0","0.0"
"2011","Annual","Oceano CDP","Not Adj","Not Prelim","3,500","3,100","400","12.5"
"2011","Annual","Oceanside city","Not Adj","Not Prelim","81,200","72,600","8,600","10.6"
"2010","Annual","Acton CDP","Not Adj","Not Prelim","3,400","3,100","300","9.6"
"2010","Annual","Adelanto city","Not Adj","Not Prelim","9,300","7,300","2,000","21.5"
"2010","Annual","Agoura Hills city","Not Adj","Not Prelim","11,200","10,000","1,200","10.5"
"2010","Annual","Alameda city","Not Adj","Not Prelim","39,300","35,600","3,700","9.5"
"2010","Annual","Alamo CDP","Not Adj","Not Prelim","6,000","5,600","400","6.6"
"2010","Annual","Albany city","Not Adj","Not Prelim","9,000","8,200","800","9.3"
"2010","Annual","Alhambra city","Not Adj","Not Prelim","43,400","39,800","3,600","8.3"
"2010","Annual","Aliso Viejo CDP","Not Adj","Not Prelim","27,900","25,800","2,200","7.7"
"2010","Annual","Alondra Park CDP","Not Adj","Not Prelim","4,100","3,400","700","16.9"
"2010","Annual","Alpaugh CDP","Not Adj","Not Prelim","400","300","200","34.5"
"2010","Annual","Alpine Village CDP","Not Adj","Not Prelim","80","80","0","0.0"
"2010","Annual","Altadena CDP","Not Adj","Not Prelim","22,500","20,300","2,100","9.5"
"2010","Annual","Alta Sierra CDP","Not Adj","Not Prelim","3,540","3,320","220","6.2"
"2010","Annual","Alturas city","Not Adj","Not Prelim","1,320","1,100","230","17.0"
"2010","Annual","Amador City city","Not Adj","Not Prelim","80","70","10","17.3"
"2010","Annual","American Canyon city","Not Adj","Not Prelim","10,000","8,700","1,300","13.2"
"2010","Annual","Anaheim city","Not Adj","Not Prelim","169,000","148,400","20,600","12.2"
"2010","Annual","Anderson city","Not Adj","Not Prelim","4,400","3,700","700","15.5"
"2010","Annual","Angels City city","Not Adj","Not Prelim","1,620","1,620","10","0.5"
"2010","Annual","Angwin CDP","Not Adj","Not Prelim","1,900","1,800","200","9.5"
"2010","Annual","Antioch city","Not Adj","Not Prelim","49,600","42,200","7,400","14.8"
"2010","Annual","Apple Valley town","Not Adj","Not Prelim","27,100","23,200","3,900","14.4"
"2010","Annual","Aptos CDP","Not Adj","Not Prelim","3,100","3,000","200","4.8"
"2010","Annual","Aptos Hills Larkin Valley CDP","Not Adj","Not Prelim","1,100","900","200","20.2"
"2010","Annual","Arbuckle CDP","Not Adj","Not Prelim","2,190","1,620","570","26.0"
"2010","Annual","Arcadia city","Not Adj","Not Prelim","27,200","25,200","2,000","7.4"
"2010","Annual","Arcata city","Not Adj","Not Prelim","10,500","8,900","1,600","15.6"
"2010","Annual","Arden Arcade CDP","Not Adj","Not Prelim","45,700","38,400","7,300","15.9"
"2010","Annual","Armona CDP","Not Adj","Not Prelim","1,500","1,200","300","20.5"
"2010","Annual","Arnold CDP","Not Adj","Not Prelim","1,140","940","210","18.1"
"2010","Annual","Aromas CDP (Monterey Co)","Not Adj","Not Prelim","1,600","1,400","100","9.5"
"2010","Annual","Arroyo Grande city","Not Adj","Not Prelim","8,700","7,900","800","8.9"
"2010","Annual","Artesia city","Not Adj","Not Prelim","7,600","6,800","800","10.3"
"2010","Annual","Arvin city","Not Adj","Not Prelim","8,500","7,300","1,300","14.9"
"2010","Annual","Ashland CDP","Not Adj","Not Prelim","10,900","9,100","1,800","16.6"
"2010","Annual","Atascadero city","Not Adj","Not Prelim","14,200","13,000","1,200","8.4"
"2010","Annual","Atherton town","Not Adj","Not Prelim","2,800","2,500","300","9.1"
"2010","Annual","Atwater city","Not Adj","Not Prelim","12,400","9,900","2,400","19.6"
"2010","Annual","Auberry CDP","Not Adj","Not Prelim","1,000","900","100","10.4"
"2010","Annual","Auburn city","Not Adj","Not Prelim","6,500","5,700","800","12.6"
"2010","Annual","August CDP","Not Adj","Not Prelim","3,500","2,500","1,000","29.3"
"2010","Annual","Avalon city","Not Adj","Not Prelim","1,900","1,800","0","1.2"
"2010","Annual","Avenal city","Not Adj","Not Prelim","4,000","3,000","1,000","24.2"
"2010","Annual","Avery CDP","Not Adj","Not Prelim","330","240","90","27.8"
"2010","Annual","Avocado Heights CDP","Not Adj","Not Prelim","7,300","6,200","1,100","15.1"
"2010","Annual","Azusa city","Not Adj","Not Prelim","22,500","20,400","2,200","9.6"
"2010","Annual","Bakersfield city","Not Adj","Not Prelim","166,000","142,700","23,400","14.1"
"2010","Annual","Baldwin Park city","Not Adj","Not Prelim","35,600","29,800","5,800","16.2"
"2010","Annual","Banning city","Not Adj","Not Prelim","10,300","9,000","1,300","12.3"
"2010","Annual","Barstow city","Not Adj","Not Prelim","8,500","7,000","1,500","17.8"
"2010","Annual","Bay Point CDP","Not Adj","Not Prelim","11,900","9,700","2,200","18.3"
"2010","Annual","Beale AFB CDP","Not Adj","Not Prelim","200","200","0","24.5"
"2010","Annual","Bear Valley CDP","Not Adj","Not Prelim","30","30","0","0.0"
"2010","Annual","Bear Valley Springs CDP","Not Adj","Not Prelim","1,700","1,500","100","8.1"
"2010","Annual","Beaumont city","Not Adj","Not Prelim","16,300","14,900","1,400","8.4"
"2010","Annual","Beckwourth CDP","Not Adj","Not Prelim","120","120","0","0.0"
"2010","Annual","Belden CDP","Not Adj","Not Prelim","0","0","0","0.0"
"2010","Annual","Bell city","Not Adj","Not Prelim","15,600","13,000","2,600","16.6"
"2010","Annual","Bellflower city","Not Adj","Not Prelim","35,500","31,300","4,200","11.9"
"2010","Annual","Bell Gardens city","Not Adj","Not Prelim","18,200","15,600","2,600","14.3"
"2010","Annual","Belmont city","Not Adj","Not Prelim","14,600","13,500","1,100","7.4"
"2010","Annual","Benicia city","Not Adj","Not Prelim","14,200","13,100","1,100","8.0"
"2010","Annual","Ben Lomond CDP","Not Adj","Not Prelim","3,600","3,400","200","6.4"
"2010","Annual","Berkeley city","Not Adj","Not Prelim","58,300","53,100","5,200","8.9"
"2010","Annual","Bermuda Dunes CDP","Not Adj","Not Prelim","3,100","2,700","400","12.4"
"2010","Annual","Bertsch Oceanview CDP","Not Adj","Not Prelim","950","670","280","29.7"
"2010","Annual","Bethel Island CDP","Not Adj","Not Prelim","800","700","100","8.3"
"2010","Annual","Beverly Hills city","Not Adj","Not Prelim","18,100","16,000","2,200","11.9"
"2010","Annual","Big Bear City CDP","Not Adj","Not Prelim","5,100","4,700","400","8.5"
"2010","Annual","Big Bear Lake city","Not Adj","Not Prelim","2,000","1,900","100","5.4"
"2010","Annual","Biggs city","Not Adj","Not Prelim","900","800","100","8.3"
"2010","Annual","Big Pine CDP","Not Adj","Not Prelim","810","700","100","12.7"
"2010","Annual","Big River CDP","Not Adj","Not Prelim","400","300","100","20.0"
"2010","Annual","Biola CDP","Not Adj","Not Prelim","700","400","300","40.9"
"2010","Annual","Bishop city","Not Adj","Not Prelim","1,800","1,650","150","8.3"
"2010","Annual","Bloomington CDP","Not Adj","Not Prelim","9,500","8,100","1,400","14.9"
"2010","Annual","Blue Lake city","Not Adj","Not Prelim","500","500","100","10.4"
"2010","Annual","Bluewater CDP","Not Adj","Not Prelim","0","0","0","21.9"
"2010","Annual","Blythe city","Not Adj","Not Prelim","5,100","4,400","700","14.4"
"2010","Annual","Bodega Bay CDP","Not Adj","Not Prelim","500","400","0","7.7"
"2010","Annual","Bodfish CDP","Not Adj","Not Prelim","400","300","100","16.9"
"2010","Annual","Bonadelle Ranchos Madera Ranchos CDP","Not Adj","Not Prelim","4,000","3,500","500","11.9"
"2010","Annual","Bonita CDP","Not Adj","Not Prelim","6,000","5,100","1,000","15.9"
"2010","Annual","Bootjack CDP","Not Adj","Not Prelim","400","320","80","18.8"
"2010","Annual","Boron CDP","Not Adj","Not Prelim","800","700","100","10.3"
"2010","Annual","Boronda CDP","Not Adj","Not Prelim","700","300","300","50.6"
"2010","Annual","Bostonia CDP","Not Adj","Not Prelim","8,200","6,600","1,600","19.3"
"2010","Annual","Boulder Creek CDP","Not Adj","Not Prelim","2,700","2,300","400","16.1"
"2010","Annual","Boyes Hot Springs CDP","Not Adj","Not Prelim","3,800","3,500","300","7.3"
"2010","Annual","Bradbury city","Not Adj","Not Prelim","400","400","0","4.1"
"2010","Annual","Bradley CDP","Not Adj","Not Prelim","100","100","0","0.0"
"2010","Annual","Brawley city","Not Adj","Not Prelim","12,000","8,300","3,800","31.3"
"2010","Annual","Brea city","Not Adj","Not Prelim","20,900","19,000","2,000","9.4"
"2010","Annual","Brentwood city","Not Adj","Not Prelim","24,000","21,800","2,200","9.3"
"2010","Annual","Bret Harte CDP","Not Adj","Not Prelim","2,200","1,500","700","31.0"
"2010","Annual","Brisbane city","Not Adj","Not Prelim","2,500","2,300","200","8.7"
"2010","Annual","Broadmoor CDP","Not Adj","Not Prelim","3,300","2,700","500","15.8"
"2010","Annual","Bucks Lake CDP","Not Adj","Not Prelim","20","20","0","0.0"
"2010","Annual","Buellton city","Not Adj","Not Prelim","2,600","2,500","100","4.2"
"2010","Annual","Buena Park city","Not Adj","Not Prelim","38,900","35,600","3,300","8.4"
"2010","Annual","Burbank city","Not Adj","Not Prelim","56,700","50,800","5,900","10.4"
"2010","Annual","Burlingame city","Not Adj","Not Prelim","15,700","14,700","1,000","6.6"
"2010","Annual","Burney CDP","Not Adj","Not Prelim","1,300","1,100","200","17.4"
"2010","Annual","Buttonwillow CDP","Not Adj","Not Prelim","600","500","100","16.2"
"2010","Annual","Byron CDP","Not Adj","Not Prelim","600","500","100","19.4"
"2010","Annual","Bystrom CDP","Not Adj","Not Prelim","1,400","1,100","200","17.7"
"2010","Annual","Cabazon CDP","Not Adj","Not Prelim","1,100","1,000","100","11.8"
"2010","Annual","Calabasas city","Not Adj","Not Prelim","11,400","10,500","900","7.9"
"2010","Annual","Calexico city","Not Adj","Not Prelim","18,200","12,200","6,000","33.0"
"2010","Annual","California City city","Not Adj","Not Prelim","4,700","3,300","1,400","28.9"
"2010","Annual","Calimesa city","Not Adj","Not Prelim","3,100","2,700","400","13.7"
"2010","Annual","Calipatria city","Not Adj","Not Prelim","1,300","900","500","35.0"
"2010","Annual","Calistoga city","Not Adj","Not Prelim","2,600","2,300","400","13.5"
"2010","Annual","Calwa CDP","Not Adj","Not Prelim","900","700","300","28.3"
"2010","Annual","Camarillo city","Not Adj","Not Prelim","33,500","30,500","3,100","9.2"
